InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV100241,6/12/2024 17:51,S003,SH0027,Shoes,6,75.92,6.4,47.41,Returning,Cash
INV106375,6/12/2024 20:03,S017,A0030,Accessories,2,10.3,17.81,4.97,New,Card
INV102495,6/13/2024 1:16,S005,C0044,Clothing,4,73.07,4.37,52.01,Returning,Cash
INV104366,6/13/2024 3:57,S003,SH0022,Shoes,2,99.13,7.75,80.31,New,Card
INV109513,6/13/2024 5:18,S005,SH0031,Shoes,3,45.37,10.58,24.99,Returning,Digital
INV107953,6/13/2024 14:04,S015,A0048,Accessories,3,50.47,2,21.67,Returning,Cash
INV105472,6/13/2024 23:03,S018,C0074,Clothing,4,35.69,4.62,27.81,Returning,Card
INV104195,6/14/2024 15:21,S012,C0007,Clothing,5,22.53,13.68,15.4,Returning,Digital
INV100496,6/14/2024 19:11,S001,A0040,Accessories,3,76.52,6.96,47.41,New,Cash
INV103874,6/14/2024 19:25,S005,A0060,Accessories,4,63,16.27,45.74,New,Card
INV103575,6/14/2024 21:08,S014,A0026,Accessories,5,66.45,15.63,30.87,New,Card
INV104335,6/14/2024 21:47,S015,SH0003,Shoes,2,137.71,13.64,100.97,New,Card
INV102696,6/15/2024 0:31,S018,SH0019,Shoes,5,179.87,19.67,147.1,Returning,Digital
INV101341,6/15/2024 0:43,S012,C0036,Clothing,6,109.98,6.85,60.79,Returning,Card
INV106500,6/15/2024 0:47,S018,C0047,Clothing,1,86.88,15.42,68.82,New,Card
INV106231,6/15/2024 5:52,S012,A0028,Accessories,6,70.99,17.5,46.27,New,Card
INV103188,6/15/2024 18:20,S001,SH0039,Shoes,4,173.89,4.35,116.15,New,Digital
INV104737,6/15/2024 21:35,S005,SH0005,Shoes,2,186.97,2.96,129.8,Returning,Card
INV106192,6/16/2024 3:50,S014,A0054,Accessories,1,66.86,12.78,33.91,New,Cash
INV105591,6/16/2024 6:45,S015,SH0009,Shoes,6,121.75,17.31,79.56,Returning,Cash
INV101843,6/16/2024 7:32,S001,SH0036,Shoes,6,103.89,19.44,86.7,Returning,Digital
INV105401,6/16/2024 12:34,S016,SH0036,Shoes,4,151.31,4.61,112.39,New,Digital
INV109254,6/16/2024 13:15,S006,C0077,Clothing,2,93,0.97,72.42,Returning,Card
INV104593,6/16/2024 14:41,S009,SH0040,Shoes,3,191.84,5.45,148.66,New,Cash
INV104417,6/16/2024 16:33,S020,C0038,Clothing,2,118.1,18.43,91.46,New,Card
INV107265,6/16/2024 17:40,S018,A0060,Accessories,4,48.48,16.01,19.44,Returning,Card
INV100674,6/16/2024 23:05,S006,SH0030,Shoes,3,95.49,7.82,76.66,Returning,Cash
INV107831,6/16/2024 23:30,S012,SH0029,Shoes,5,197.61,10.7,111.68,Returning,Card
INV104079,6/17/2024 0:31,S004,C0013,Clothing,2,20.62,2.65,11.24,New,Digital
INV102563,6/17/2024 6:19,S008,C0097,Clothing,2,34.92,7.94,19.41,New,Cash
INV101057,6/17/2024 7:35,S008,SH0018,Shoes,6,44.22,19.67,27.3,New,Card
INV102814,6/17/2024 7:40,S007,C0045,Clothing,5,107.64,6.63,79.81,New,Digital
INV103798,6/17/2024 8:12,S015,A0022,Accessories,1,54.92,6.65,25.79,Returning,Digital
INV105548,6/17/2024 10:56,S009,C0084,Clothing,3,41.93,16.75,32.7,New,Digital
INV102950,6/17/2024 10:59,S006,C0042,Clothing,1,52.77,9.95,40.57,Returning,Cash
INV101511,6/17/2024 12:14,S002,A0060,Accessories,4,20.71,7.24,12.42,Returning,Digital
INV105019,6/17/2024 13:25,S016,A0018,Accessories,3,71.64,18.76,44.89,New,Cash
INV101203,6/17/2024 15:04,S005,A0013,Accessories,1,31.72,19.84,18.31,Returning,Cash
INV106941,6/17/2024 17:03,S020,C0081,Clothing,5,50.66,9.48,36.14,Returning,Card
INV104487,6/17/2024 20:57,S010,A0024,Accessories,5,52.17,4.1,25.55,Returning,Cash
INV101788,6/18/2024 8:44,S001,C0026,Clothing,3,71.57,1.26,51.54,New,Digital
INV104351,6/18/2024 11:46,S004,C0064,Clothing,2,57.3,0.43,31.31,Returning,Card
INV101281,6/18/2024 17:45,S020,SH0031,Shoes,4,48.49,12.04,29.69,Returning,Digital
INV106352,6/18/2024 19:28,S007,A0004,Accessories,5,42.72,18.96,20.74,Returning,Cash
INV103814,6/18/2024 20:42,S018,SH0019,Shoes,2,140.16,17.63,77.83,Returning,Cash
INV101158,6/18/2024 21:31,S013,A0021,Accessories,4,34.6,17.22,16.94,New,Card
INV100906,6/18/2024 23:56,S012,C0056,Clothing,5,71.91,6.29,48.36,Returning,Cash
INV101197,6/19/2024 2:24,S018,C0037,Clothing,6,66.08,15.09,48.88,Returning,Digital
INV102298,6/19/2024 7:46,S003,C0022,Clothing,4,32.23,0.68,24.7,Returning,Digital
INV109011,6/19/2024 11:30,S012,SH0038,Shoes,5,95.81,7.81,76.66,New,Cash
INV100105,6/19/2024 13:01,S010,C0041,Clothing,6,77.58,12.8,52.14,New,Card
INV103176,6/19/2024 18:44,S001,A0007,Accessories,1,54.27,13.28,36.61,New,Digital
INV104346,6/19/2024 19:20,S007,SH0025,Shoes,4,129.94,16.04,75.43,New,Card
INV106760,6/19/2024 22:35,S001,SH0040,Shoes,1,193.52,3.43,151.32,New,Digital
INV104875,6/20/2024 5:52,S020,SH0012,Shoes,3,123.95,12.29,99.86,Returning,Card
INV106244,6/20/2024 11:08,S007,A0012,Accessories,3,23.27,6.21,16.6,Returning,Card
INV102874,6/20/2024 13:02,S008,A0018,Accessories,3,75.7,15.74,32.91,Returning,Cash
INV104585,6/20/2024 13:29,S019,A0056,Accessories,5,30.8,15.8,19.78,New,Digital
INV108885,6/20/2024 13:48,S010,A0050,Accessories,5,38.96,0.02,16.41,Returning,Cash
INV105204,6/20/2024 14:42,S018,C0051,Clothing,5,75.61,9.45,57.46,Returning,Cash
INV101086,6/20/2024 18:00,S002,A0056,Accessories,3,76.53,9.24,55.3,Returning,Card
INV105935,6/20/2024 21:08,S013,A0005,Accessories,6,26.96,11.74,19.09,New,Digital
INV101469,6/20/2024 23:23,S003,A0004,Accessories,1,67.46,0.66,30.2,Returning,Digital
INV106434,6/21/2024 4:50,S002,C0026,Clothing,6,77.01,6.95,53.27,New,Card
INV106710,6/21/2024 5:12,S002,SH0025,Shoes,6,129.68,8.93,92.81,Returning,Cash
INV102597,6/21/2024 7:46,S017,SH0026,Shoes,5,151.8,15.77,128.08,New,Digital
INV101691,6/21/2024 12:00,S018,SH0022,Shoes,1,88.03,18.86,74.53,Returning,Card
INV105069,6/21/2024 12:34,S020,A0014,Accessories,2,63.04,13.33,30.68,Returning,Cash
INV101661,6/21/2024 13:31,S001,A0045,Accessories,5,62.93,12.53,45.38,New,Cash
INV103391,6/21/2024 13:34,S008,A0015,Accessories,2,39.82,13.43,23.97,Returning,Card
INV106205,6/21/2024 14:36,S014,C0006,Clothing,2,103.75,2.18,55.67,New,Digital
INV100206,6/21/2024 18:41,S004,SH0026,Shoes,4,194.69,2.12,126.45,Returning,Cash
INV106371,6/21/2024 18:54,S015,A0025,Accessories,3,58.9,9.84,28.6,Returning,Cash
INV104425,6/21/2024 20:37,S020,A0033,Accessories,1,42.3,12.07,31.66,New,Digital
INV108404,6/21/2024 21:42,S019,A0018,Accessories,4,65.36,13.81,38.44,New,Card
INV107336,6/21/2024 21:56,S013,SH0014,Shoes,2,57.34,10.25,41.92,New,Card
INV101530,6/22/2024 1:01,S006,C0062,Clothing,2,105.63,1.31,58.46,Returning,Card
INV103012,6/22/2024 3:57,S008,A0025,Accessories,5,41.6,13.58,17.27,Returning,Card
INV102626,6/22/2024 4:06,S020,C0055,Clothing,1,113.06,4.34,61.53,New,Digital
INV103820,6/22/2024 6:38,S015,SH0004,Shoes,4,144.06,10.17,113.92,Returning,Card
INV107626,6/22/2024 7:06,S003,A0003,Accessories,3,45.96,6.9,25.62,Returning,Cash
INV109593,6/22/2024 8:59,S011,C0004,Clothing,1,119.2,11.37,69.12,Returning,Digital
INV101946,6/22/2024 19:42,S002,SH0034,Shoes,3,91.21,15.22,58.41,Returning,Digital
INV103359,6/23/2024 1:30,S015,A0052,Accessories,4,17.18,9.91,9.01,Returning,Cash
INV100451,6/23/2024 3:33,S011,SH0020,Shoes,6,43.6,17.84,33.9,New,Cash
INV102006,6/23/2024 8:01,S003,C0078,Clothing,6,63.51,12.34,35.26,Returning,Cash
INV102184,6/23/2024 18:54,S005,SH0003,Shoes,3,167.41,14.52,110.79,New,Digital
INV107160,6/23/2024 19:29,S010,SH0011,Shoes,2,134.01,6.39,100.99,New,Digital
INV102704,6/23/2024 19:43,S017,C0086,Clothing,5,88,19.11,44.95,Returning,Digital
INV102893,6/23/2024 22:07,S009,SH0038,Shoes,6,198.91,8.64,155.64,Returning,Digital
INV105371,6/24/2024 5:50,S001,SH0011,Shoes,6,132.28,3.53,89.94,Returning,Cash
INV105163,6/24/2024 7:27,S009,SH0003,Shoes,4,114.42,16.19,72.37,New,Cash
INV105036,6/24/2024 9:17,S016,C0003,Clothing,3,41.08,14.63,24.01,New,Digital
INV101451,6/24/2024 15:17,S004,SH0009,Shoes,5,71.2,6.33,45.77,New,Cash
INV103640,6/24/2024 15:35,S002,C0002,Clothing,2,108.05,11.64,65.12,New,Card
INV107409,6/24/2024 17:49,S002,C0027,Clothing,4,116.19,9.31,79.92,New,Cash
INV100129,6/24/2024 20:21,S013,C0048,Clothing,4,63.7,17.89,39.49,Returning,Cash
INV107039,6/24/2024 22:42,S017,A0019,Accessories,2,37.09,10.54,15.14,New,Card
INV105628,6/24/2024 23:20,S002,C0054,Clothing,6,97.81,15.55,72.68,Returning,Card
INV108922,6/24/2024 23:46,S005,A0020,Accessories,6,42.45,19.16,30.89,New,Card
INV102706,6/25/2024 1:39,S014,C0088,Clothing,2,87.79,18.81,50.15,New,Card
INV105916,6/25/2024 3:22,S018,SH0012,Shoes,2,115.48,9.36,80.26,New,Cash
INV103334,6/25/2024 3:46,S002,SH0032,Shoes,5,167.82,13.59,122.58,New,Cash
INV104827,6/25/2024 7:20,S017,SH0014,Shoes,3,153.24,18.2,86.08,Returning,Cash
INV101162,6/25/2024 8:37,S002,SH0034,Shoes,3,118.58,17.07,97.32,Returning,Digital
INV108777,6/25/2024 17:42,S011,C0076,Clothing,3,66.16,0.46,42.51,New,Digital
INV105777,6/25/2024 18:28,S006,C0097,Clothing,1,74.37,18.52,40.78,New,Card
INV108750,6/25/2024 20:29,S016,SH0030,Shoes,2,65.76,17.02,39.25,Returning,Card
INV103793,6/25/2024 21:38,S019,SH0014,Shoes,2,46.89,7.21,34.59,New,Card
INV107584,6/26/2024 4:37,S004,SH0023,Shoes,5,97.3,17.24,62.51,Returning,Cash
INV101541,6/26/2024 12:15,S002,SH0031,Shoes,6,178.32,2.29,111.16,Returning,Card
INV107421,6/26/2024 16:41,S011,C0005,Clothing,4,51.26,13.08,32.81,New,Digital
INV101536,6/26/2024 17:29,S006,SH0012,Shoes,1,102.25,15.29,71.51,New,Card
INV100102,6/26/2024 21:05,S017,A0043,Accessories,4,39.68,5.46,24.3,New,Card
INV104403,6/27/2024 1:01,S006,A0039,Accessories,5,16.04,17.94,11.96,Returning,Card
INV104049,6/27/2024 4:19,S006,C0073,Clothing,6,118.93,3.58,89.29,Returning,Card
INV109164,6/27/2024 5:11,S006,SH0005,Shoes,5,117.52,19.65,91.25,New,Cash
INV101192,6/27/2024 8:05,S006,A0029,Accessories,4,20.43,5.57,9.18,New,Card
INV108237,6/27/2024 8:30,S018,C0086,Clothing,2,77.21,15.72,57.07,New,Digital
INV100147,6/27/2024 9:31,S009,SH0031,Shoes,1,85.72,8.62,47.36,Returning,Card
INV108802,6/27/2024 17:05,S020,SH0039,Shoes,2,163.48,13.59,129.24,New,Cash
INV107873,6/27/2024 17:06,S016,A0031,Accessories,3,32.13,4.18,20.6,Returning,Card
INV102317,6/27/2024 18:18,S005,SH0005,Shoes,2,107.03,9.56,70.24,Returning,Cash
INV107046,6/27/2024 21:22,S012,C0063,Clothing,2,67.07,11.61,44.39,New,Digital
INV101672,6/28/2024 1:12,S001,A0034,Accessories,2,40.21,1.01,25.76,New,Digital
INV102463,6/28/2024 3:31,S012,SH0024,Shoes,3,44.49,0.96,26.83,Returning,Digital
INV105310,6/28/2024 4:38,S020,C0066,Clothing,5,112.28,19.91,68.09,Returning,Cash
INV109105,6/28/2024 6:50,S017,C0061,Clothing,1,84.05,1.83,50.85,New,Digital
INV102717,6/28/2024 8:50,S015,A0038,Accessories,3,36.95,13.52,25.13,Returning,Digital
INV108537,6/28/2024 9:25,S018,C0062,Clothing,5,54.55,7.85,35.43,Returning,Cash
INV107166,6/28/2024 9:52,S006,A0046,Accessories,5,71.75,11.76,45.12,New,Cash
INV105970,6/28/2024 12:17,S018,A0056,Accessories,6,48.46,15.24,30.91,Returning,Digital
INV100811,6/28/2024 18:27,S014,SH0025,Shoes,3,196.38,10.35,118.24,New,Cash
INV103241,6/28/2024 18:37,S004,A0014,Accessories,5,15.15,10.02,10.43,Returning,Card
INV106252,6/29/2024 0:43,S020,C0061,Clothing,2,41.86,11.16,27.47,New,Card
INV109753,6/29/2024 1:13,S019,C0073,Clothing,3,38.3,11.85,23.64,New,Digital
INV100242,6/29/2024 5:14,S010,SH0003,Shoes,4,192.65,17.32,109.94,Returning,Cash
INV102332,6/29/2024 8:09,S020,SH0020,Shoes,1,191.41,1.57,127.86,New,Card
INV103899,6/29/2024 9:19,S003,A0051,Accessories,1,79.88,10.77,44.77,Returning,Cash
INV107878,6/29/2024 12:02,S009,A0030,Accessories,6,67.13,3.58,49.15,Returning,Digital
INV105969,6/29/2024 14:30,S009,SH0026,Shoes,4,145.05,17.37,101.35,New,Digital
INV105987,6/29/2024 16:31,S017,SH0007,Shoes,1,192.72,10.18,119.64,Returning,Card
INV105640,6/29/2024 19:26,S019,C0032,Clothing,3,50.47,19.35,25.63,New,Digital
INV100570,6/29/2024 20:41,S010,SH0029,Shoes,4,166.56,4,98.41,Returning,Digital
INV109833,6/30/2024 0:08,S007,SH0009,Shoes,4,109.07,4.73,70.48,New,Card
INV108017,6/30/2024 4:11,S003,C0038,Clothing,3,49.68,17.19,29,New,Digital
INV104203,6/30/2024 8:44,S020,SH0023,Shoes,4,159.09,6.52,112.71,New,Digital
INV104661,6/30/2024 18:37,S002,C0033,Clothing,4,24.1,13.94,16.24,Returning,Card
INV108764,6/30/2024 20:15,S011,SH0019,Shoes,1,86.21,17.43,60.09,Returning,Digital
INV104986,6/30/2024 20:56,S019,SH0026,Shoes,2,182.97,18.54,134.55,Returning,Card
INV102638,6/30/2024 22:59,S007,C0015,Clothing,4,56.64,12.14,38.36,Returning,Card
INV102110,6/30/2024 23:32,S019,C0080,Clothing,5,35.56,4.92,18.82,New,Card
INV100959,7/1/2024 2:19,S007,C0045,Clothing,1,65.87,13.17,36.2,New,Card
INV106751,7/1/2024 10:31,S006,C0011,Clothing,2,92.63,8.22,70.15,Returning,Digital
INV100501,7/1/2024 13:09,S012,SH0030,Shoes,4,68.49,14.4,45.34,Returning,Cash
INV105147,7/1/2024 16:11,S005,C0028,Clothing,6,94.13,3.52,57.53,New,Cash
INV103772,7/1/2024 21:49,S010,C0057,Clothing,1,36.95,14.64,20.61,New,Cash
INV101806,7/1/2024 22:09,S001,SH0005,Shoes,4,114.55,9.43,81.52,Returning,Digital
INV109668,7/2/2024 6:05,S018,SH0007,Shoes,6,76.75,17.7,42.44,Returning,Digital
INV109864,7/2/2024 12:08,S009,SH0021,Shoes,2,156.42,5.55,126.4,New,Cash
INV109143,7/2/2024 13:44,S006,SH0028,Shoes,1,164.22,18.38,99.11,New,Digital
INV107295,7/2/2024 15:50,S020,SH0019,Shoes,1,180.13,0.73,121.66,Returning,Digital
INV101301,7/2/2024 16:56,S015,A0025,Accessories,1,37.85,7.73,23.19,New,Card
INV103788,7/2/2024 17:11,S001,C0056,Clothing,4,58.53,12.86,43.81,New,Card
INV109293,7/2/2024 18:41,S004,C0063,Clothing,3,105.11,2.4,79.46,Returning,Cash
INV108200,7/2/2024 19:10,S012,A0058,Accessories,2,78.83,6.02,46.05,New,Cash
INV108524,7/2/2024 20:53,S006,C0074,Clothing,5,116.55,3.96,67.05,Returning,Digital
INV105609,7/2/2024 21:08,S009,A0012,Accessories,6,15.77,2.41,6.43,New,Cash
INV103220,7/2/2024 21:41,S006,A0024,Accessories,2,56.32,12.01,31.27,New,Digital
INV107991,7/3/2024 1:50,S015,C0032,Clothing,1,31.71,13.83,19.87,Returning,Card
INV109847,7/3/2024 4:12,S011,SH0028,Shoes,2,134.42,19.17,102.33,New,Card
INV105232,7/3/2024 12:58,S007,C0063,Clothing,4,110.32,15.16,71.64,Returning,Card
INV108349,7/3/2024 16:43,S005,SH0009,Shoes,2,159.6,12.4,104.55,New,Cash
INV104958,7/3/2024 19:31,S013,SH0001,Shoes,1,132.09,12.93,108.87,New,Digital
INV102913,7/3/2024 19:58,S002,C0070,Clothing,1,95.06,0.87,53.75,New,Digital
INV100552,7/3/2024 21:15,S010,C0083,Clothing,6,51.21,1.31,26.91,New,Card
INV100132,7/4/2024 2:42,S005,A0024,Accessories,2,45.92,19.06,30.42,Returning,Cash
INV101574,7/4/2024 5:17,S019,A0014,Accessories,2,13.92,18.2,10.16,Returning,Card
INV105138,7/4/2024 7:52,S003,A0049,Accessories,1,59.93,3.54,32.04,Returning,Cash
INV101600,7/4/2024 7:56,S002,A0027,Accessories,2,11.47,14.12,7.35,New,Card
INV102824,7/4/2024 8:51,S017,SH0007,Shoes,5,168.45,17.57,115,New,Card
INV101290,7/4/2024 9:15,S009,C0027,Clothing,2,116.97,16.57,87.4,Returning,Digital
INV100744,7/4/2024 11:00,S006,A0022,Accessories,3,30.88,17.8,13.51,Returning,Card
INV108091,7/4/2024 12:17,S005,SH0036,Shoes,3,171.81,3.1,140.42,New,Digital
INV105238,7/4/2024 12:36,S019,SH0012,Shoes,5,89.21,7.28,65.6,New,Cash
INV108998,7/4/2024 22:45,S007,SH0032,Shoes,4,196.02,6.32,155.9,Returning,Digital
INV103291,7/4/2024 22:57,S014,A0036,Accessories,3,67.39,1.5,30.46,Returning,Cash
INV104247,7/5/2024 6:05,S017,C0011,Clothing,2,36.77,4.49,25.31,Returning,Card
INV107990,7/5/2024 7:34,S013,A0036,Accessories,3,41.54,6.95,22.29,New,Cash
INV109109,7/5/2024 7:51,S017,C0046,Clothing,3,41.46,11.3,21.33,Returning,Digital
INV105515,7/5/2024 13:40,S007,SH0024,Shoes,6,149.86,7.99,125.63,New,Card
INV102103,7/6/2024 9:21,S005,SH0022,Shoes,5,155.38,2.86,123.75,Returning,Card
INV103366,7/6/2024 11:38,S010,A0044,Accessories,2,40.29,4.34,24.29,New,Digital
INV101248,7/6/2024 13:13,S019,SH0025,Shoes,3,70.8,2.72,50.15,Returning,Digital
INV105865,7/6/2024 13:49,S006,C0032,Clothing,6,98.66,2.4,54.69,Returning,Cash
INV108633,7/6/2024 15:13,S016,SH0001,Shoes,2,85.35,19.06,57.55,Returning,Card
INV101127,7/6/2024 15:15,S009,SH0001,Shoes,4,92.35,11.24,73.64,Returning,Card
INV108443,7/6/2024 19:21,S019,A0012,Accessories,2,34.62,13.1,25.14,Returning,Card
INV108043,7/6/2024 21:57,S006,C0041,Clothing,4,117.88,9.98,83.35,New,Cash
INV107590,7/6/2024 22:35,S002,SH0006,Shoes,5,133.61,19.75,99.73,New,Digital
INV106916,7/7/2024 4:48,S016,A0006,Accessories,6,32.28,6.28,21.36,Returning,Cash
INV109442,7/7/2024 8:13,S013,A0036,Accessories,2,58.68,0.11,39.41,New,Card
INV103214,7/7/2024 10:37,S018,A0019,Accessories,2,34.55,7.6,15.19,Returning,Card
INV101546,7/7/2024 15:51,S003,C0003,Clothing,2,45.36,13.33,28.59,Returning,Cash
INV100559,7/7/2024 16:12,S014,A0010,Accessories,3,26.83,16.88,17.74,Returning,Cash
INV108081,7/7/2024 19:56,S013,A0055,Accessories,1,75.73,6.16,31.53,Returning,Digital
INV104791,7/8/2024 2:13,S005,C0075,Clothing,2,29.23,3.73,18.01,New,Digital
INV109255,7/8/2024 4:13,S003,C0088,Clothing,5,28.97,5.49,18.44,New,Cash
INV106323,7/8/2024 10:29,S003,A0004,Accessories,2,27.35,15.06,15.36,Returning,Digital
INV104915,7/8/2024 11:04,S015,C0008,Clothing,4,72.72,2.28,37.19,New,Digital
INV107569,7/8/2024 13:17,S019,A0046,Accessories,3,13.76,7.93,9.91,Returning,Digital
INV103657,7/8/2024 13:29,S009,C0063,Clothing,5,110.79,3.29,72.96,New,Digital
INV108413,7/8/2024 14:12,S008,A0022,Accessories,1,56.15,19,28.38,New,Card
INV102988,7/8/2024 16:22,S009,SH0015,Shoes,3,91.46,3.15,60.55,New,Card
INV103969,7/8/2024 19:36,S004,A0046,Accessories,6,20.53,12.56,10.61,Returning,Digital
INV105205,7/8/2024 22:43,S001,C0089,Clothing,3,34.1,0.9,24.23,New,Card
INV104397,7/8/2024 22:44,S014,A0010,Accessories,1,69.1,13.22,34.3,Returning,Digital
INV105596,7/8/2024 23:29,S004,SH0007,Shoes,5,67.49,5.14,46.37,Returning,Card
INV101406,7/9/2024 0:16,S006,C0054,Clothing,1,67.43,16.58,43.29,New,Card
INV105564,7/9/2024 1:20,S006,SH0016,Shoes,6,142.77,3.24,120.26,Returning,Card
INV107647,7/9/2024 2:49,S003,C0037,Clothing,3,74.37,14.66,41.01,New,Digital
INV106271,7/9/2024 4:54,S004,SH0003,Shoes,4,51.22,7.37,34.23,Returning,Cash
INV107384,7/9/2024 7:27,S005,C0077,Clothing,3,28.02,13.49,15.82,Returning,Cash
INV107582,7/9/2024 8:37,S015,SH0025,Shoes,2,51.45,5.34,29.9,New,Card
INV104734,7/9/2024 9:31,S011,A0005,Accessories,4,52.41,1.74,37.2,New,Digital
INV108682,7/9/2024 13:35,S011,A0029,Accessories,3,51.65,17.07,30.25,Returning,Card
INV103963,7/9/2024 19:22,S011,C0053,Clothing,5,87.72,6.6,45.34,New,Digital
INV102755,7/9/2024 22:24,S004,A0028,Accessories,4,54.83,16.2,24.29,New,Digital
INV106061,7/9/2024 22:39,S020,SH0015,Shoes,2,144.66,13.01,89.87,Returning,Cash
INV105483,7/10/2024 5:23,S016,C0080,Clothing,2,29.77,15.64,18.51,Returning,Card
INV105149,7/10/2024 6:33,S014,SH0039,Shoes,5,53.19,18.83,39.54,New,Cash
INV103094,7/10/2024 7:56,S012,A0016,Accessories,6,13.79,15.01,9.47,New,Digital
INV100308,7/10/2024 8:41,S019,C0091,Clothing,6,106.83,11.53,70.23,New,Digital
INV106959,7/10/2024 9:17,S003,C0010,Clothing,5,22.6,14.69,15.86,Returning,Card
INV102203,7/10/2024 10:14,S003,C0008,Clothing,4,100.85,8.82,59.41,New,Cash
INV102622,7/10/2024 14:11,S008,A0055,Accessories,1,13.96,12.52,9.36,Returning,Cash
INV107692,7/10/2024 16:05,S002,SH0032,Shoes,4,123.59,9.17,70.99,Returning,Card
INV101607,7/10/2024 16:30,S002,SH0002,Shoes,4,104.97,7.71,85.94,Returning,Digital
INV102608,7/10/2024 17:05,S008,C0086,Clothing,6,92.99,12.9,70.58,New,Cash
INV100999,7/11/2024 4:33,S004,C0027,Clothing,5,42.76,9.55,28.89,New,Card
INV106041,7/11/2024 5:16,S002,A0016,Accessories,5,43.37,5.36,26,New,Cash
INV108005,7/11/2024 6:41,S020,SH0021,Shoes,6,99.68,9.34,67.97,Returning,Cash
INV106659,7/11/2024 7:41,S006,SH0020,Shoes,3,117.8,1.09,94.49,Returning,Card
INV108412,7/11/2024 9:43,S003,SH0005,Shoes,5,71.43,3.12,42.65,New,Digital
INV106023,7/11/2024 16:20,S003,C0009,Clothing,4,86.83,14.63,54.27,Returning,Cash
INV108464,7/11/2024 18:15,S013,C0086,Clothing,3,24.72,9.17,14.08,Returning,Digital
INV108276,7/11/2024 23:44,S020,SH0020,Shoes,1,94.47,12.3,75.58,Returning,Card
INV104199,7/12/2024 0:53,S017,C0053,Clothing,1,110.35,16.16,76.72,Returning,Card
INV102746,7/12/2024 3:35,S008,SH0002,Shoes,5,158.32,17.72,88.33,Returning,Cash
INV104879,7/12/2024 3:49,S020,A0026,Accessories,4,49.36,18.4,21.08,Returning,Card
INV105334,7/12/2024 5:29,S020,C0054,Clothing,4,94.5,12.28,55.79,New,Card
INV100849,7/12/2024 9:00,S001,C0028,Clothing,1,48.3,9.77,32.74,Returning,Card
INV105208,7/12/2024 9:57,S004,C0044,Clothing,5,86.37,15.52,54.44,Returning,Cash
INV106325,7/12/2024 11:37,S011,SH0022,Shoes,1,108.59,7.89,91.18,Returning,Digital
INV100457,7/12/2024 15:07,S005,A0030,Accessories,3,69.2,12.09,34.52,New,Card
INV102369,7/12/2024 22:41,S002,C0045,Clothing,2,68.89,1.75,54.04,New,Cash
INV107610,7/12/2024 22:48,S015,C0079,Clothing,6,21.75,15.47,17.3,New,Cash
INV101668,7/13/2024 0:03,S007,SH0032,Shoes,3,150.31,1.99,120.5,New,Card
INV107795,7/13/2024 4:47,S006,SH0014,Shoes,3,143.87,14.55,80.81,New,Cash
INV101208,7/13/2024 7:29,S011,C0087,Clothing,4,69.35,16.23,36.34,Returning,Card
INV107992,7/13/2024 9:36,S009,A0024,Accessories,6,58.03,2,34.67,New,Digital
INV107103,7/13/2024 9:46,S014,C0013,Clothing,4,104.61,10.43,62.63,Returning,Digital
INV108982,7/13/2024 20:19,S011,A0017,Accessories,2,46.08,12.63,21.5,Returning,Card
INV104980,7/13/2024 21:11,S010,C0038,Clothing,3,80.64,1.09,41.4,New,Digital
INV105509,7/13/2024 23:08,S007,SH0010,Shoes,6,116.67,18.23,75.2,New,Card
INV105290,7/14/2024 1:36,S017,A0046,Accessories,3,71.55,4.67,40.73,New,Card
INV100275,7/14/2024 2:24,S001,A0036,Accessories,4,32.83,18.34,16.31,Returning,Cash
INV105704,7/14/2024 2:49,S006,C0050,Clothing,4,69.37,10.89,44.81,New,Card
INV106726,7/14/2024 3:54,S012,SH0010,Shoes,6,172.63,0.94,104.63,Returning,Digital
INV106494,7/14/2024 7:44,S010,C0023,Clothing,6,42.78,0.47,30.7,New,Card
INV107074,7/14/2024 11:51,S018,SH0029,Shoes,1,68.52,7.82,51.57,New,Digital
INV105883,7/14/2024 16:30,S010,C0089,Clothing,2,40.17,7.01,28.61,New,Cash
INV106690,7/14/2024 18:25,S007,A0017,Accessories,4,56.56,6.82,39.63,New,Card
INV104676,7/14/2024 19:52,S008,A0046,Accessories,1,41.33,13.85,24.95,New,Card
INV101085,7/15/2024 7:27,S017,A0029,Accessories,1,61.68,13.26,34.21,New,Cash
INV104359,7/15/2024 8:18,S019,A0043,Accessories,4,43.97,15.55,22.21,Returning,Digital
INV107399,7/15/2024 10:29,S004,A0006,Accessories,2,34.65,7,17.36,New,Card
INV107887,7/15/2024 13:19,S020,C0096,Clothing,6,68.27,18.25,41.29,New,Cash
INV104348,7/15/2024 14:01,S012,SH0024,Shoes,2,58.9,14.3,45.69,Returning,Digital
INV100546,7/15/2024 15:43,S004,C0049,Clothing,3,80.46,12.44,48.12,New,Digital
INV103067,7/15/2024 18:14,S014,A0021,Accessories,4,59.18,6.4,27.35,New,Cash
INV102747,7/15/2024 18:17,S007,SH0001,Shoes,4,170.33,0.98,97.12,New,Card
INV103113,7/15/2024 21:46,S014,SH0038,Shoes,4,56.14,3.62,36.27,New,Card
INV108964,7/15/2024 22:21,S018,A0060,Accessories,1,51.11,0.87,33.89,Returning,Cash
INV108431,7/15/2024 22:42,S005,C0070,Clothing,6,91.57,2.55,46.44,Returning,Digital
